gamma,k,fingerprint_length,n_recipients,sk,id,code,embedding_ratio,experiment_no,attack_strength,detection_confidence,accuracy,hellinger_distance,kl_divergence,marital-status_relationship,marital-status_sex,relationship_sex,income_relationship,education_education-num,age_marital-status,education-num_occupation,age_relationship
2,300,128,20,100,0,tardos,0.5,2,0.6,1.0,0.4,0.0373824870878249,0.0147604670194128,0.0158356664982013,0.0088769252769726,0.0190787263999212,0.0619926323190867,0.0002205920330271,0.074673698478355,0.022681177567566,0.1187821249913473
2,300,128,20,100,0,tardos,0.5,0,0.7,1.0,0.3,0.04389728420285,0.019150100640952,0.0213925347870156,0.0241219092291991,0.0154958094279011,0.0655801672447965,0.000153404126017,0.0435343948878506,0.0465071756767759,0.1043822979309488
2,300,128,20,100,0,tardos,0.5,1,0.7,1.0,0.3,0.0440144173114801,0.0198822474202226,0.0160999842670394,0.0137520309282472,0.0082104707526307,0.0431297065687052,0.0026654371976234,0.0703743570035346,0.0370315390547468,0.0439862364063247
2,300,128,20,100,0,tardos,0.5,2,0.7,1.0,0.3,0.0424681917082616,0.018217053371741,0.0183382797609818,0.0015710146592007,0.0180699906575928,0.0566937443802345,1.534358441168614e-05,0.0800455818048616,0.0117251951327977,0.135552766267766
2,300,128,20,100,0,tardos,0.5,0,0.8,1.0,0.1999999999999999,0.050671484686503,0.0241759032313803,0.0222031210758689,0.0092336972566358,0.0144837590135747,0.0609528845951513,0.0002324527059525,0.0563821401833871,0.0452676612420401,0.096071072132184
2,300,128,20,100,0,tardos,0.5,1,0.8,1.0,0.1999999999999999,0.0520147789491224,0.0272931614564256,0.0137122098815353,0.0023815045939854,0.0137242849619672,0.0592056931700629,0.0002288315390292,0.0927712919395861,0.0338841343173848,0.0719087094839652
2,300,128,20,100,0,tardos,0.5,2,0.8,1.0,0.1999999999999999,0.050396686471128,0.0243848908571321,0.0218294610263043,0.0175136623771367,0.0044325849497001,0.0393491962780428,2.3125014445900794e-05,0.0981397917129487,0.0055720224554865,0.1352553716783555
2,300,128,20,100,0,tardos,0.5,0,0.9,0.9765625,0.0999999999999999,0.0646196655146061,0.03893221816026,0.0201304437093789,0.0212061575157636,0.0040306103040288,0.079433399261095,0.0002817515588057,0.0941147596155979,0.0695112096616188,0.154633126076311
2,300,128,20,100,0,tardos,0.5,1,0.9,0.984375,0.0999999999999999,0.0649213553603634,0.0404562592743393,0.0094593148494352,0.0078746687301433,0.016728941593856,0.012680441684732,0.0004154751718479,0.0688522232939041,0.0192394213024016,0.0769116971454807
2,300,128,20,100,0,tardos,0.5,2,0.9,0.96875,0.0999999999999999,0.062354226965481,0.0356156081327798,0.0167938902305557,0.0101908026205124,0.0147345162875998,0.0431400071946449,4.5042101674662166e-05,0.0968416671168339,0.0022136386696733,0.0626080146315016
2,300,128,20,101,0,tardos,0.5,0,0.1,1.0,0.9,0.0216903072649826,0.0061891047937855,0.0194018221072357,0.007976697149529,0.0169651403601296,0.0485305376781481,0.0010373974872867,0.0562161038140444,0.0024226125885323,0.0741024528737309
2,300,128,20,101,0,tardos,0.5,1,0.1,1.0,0.9,0.0220453691023676,0.0064987662565638,0.0190158476351853,0.0049981812471043,0.0158247567657986,0.0547473384981332,0.0010103292198702,0.0500514692856578,0.0107518796594812,0.0723043489988186
2,300,128,20,101,0,tardos,0.5,2,0.1,1.0,0.9,0.0223881309596275,0.0067605703205048,0.0192308745404505,0.0017997590638666,0.0139690039499708,0.0489325481793258,0.0010552063217757,0.0479817127557454,0.0013921144778149,0.0686389804910033
2,300,128,20,101,0,tardos,0.5,0,0.2,1.0,0.8,0.0237117309758145,0.0069048517607979,0.0178278685839599,0.0123531573454848,0.0169970948312417,0.0512959125194414,0.0011730204271289,0.056568943040496,0.0064145919782497,0.0717897344273978
2,300,128,20,101,0,tardos,0.5,1,0.2,1.0,0.8,0.0241617009010162,0.0073908123544236,0.0190268009922492,0.0042104101682421,0.0144034579101255,0.0474018109875948,0.001113083627851,0.0544043358660649,0.0089758478080034,0.0670304959074909
2,300,128,20,101,0,tardos,0.5,2,0.2,1.0,0.8,0.0246491993806571,0.0076810957275671,0.0177938559225144,0.0058863327155325,0.0125280781414285,0.0490031132873523,0.0011837720270529,0.0408302350342517,0.0084887947327265,0.0598312872004634
2,300,128,20,101,0,tardos,0.5,0,0.3,1.0,0.7,0.0262387500047418,0.0079774874664022,0.0188958961393411,0.0098629249071922,0.0149438193336404,0.0589975786176998,0.0013221656985122,0.0652770642505246,0.0174187642411328,0.0833390187974783
2,300,128,20,101,0,tardos,0.5,1,0.3,1.0,0.7,0.0269896449526364,0.0090098455268519,0.0199891704799772,0.0052040463131431,0.0136484070933518,0.0479967084203967,0.0012663238186644,0.0674215080935921,0.0112588722448755,0.077850385923227
2,300,128,20,101,0,tardos,0.5,2,0.3,1.0,0.7,0.0273659302496328,0.0088739298529699,0.0182250534965628,0.005605814894653,0.0147157142218049,0.0501446536742681,0.001350947054811,0.0381722900502271,0.0088189827642851,0.0643332034945998
2,300,128,20,101,0,tardos,0.5,0,0.4,1.0,0.6,0.0293584247232115,0.0096047140193433,0.0198547239912055,0.0065793436706968,0.0153401183821352,0.0589625806654912,0.0014672289184777,0.0678477322083484,0.0156664568697171,0.0785536766614407
2,300,128,20,101,0,tardos,0.5,1,0.4,1.0,0.6,0.0303129152077147,0.0107136552961905,0.0207912987934419,0.0015571880255578,0.0129216130889142,0.0396004625455844,0.0014696714201286,0.0781548846999072,0.0055220631928545,0.0893293744348313
2,300,128,20,101,0,tardos,0.5,2,0.4,1.0,0.6,0.0302611341650857,0.01045878027423,0.0175033115882499,0.0020422709371097,0.0136643791422384,0.050433328370736,0.0015276906723519,0.0478420701509697,0.0036147631552904,0.062778819899629
2,300,128,20,101,0,tardos,0.5,0,0.5,1.0,0.5,0.0320343611080688,0.0108514344707964,0.0212198484400111,0.0002926933266661,0.0187892912891535,0.0568965483001851,0.0017101480755105,0.0636867035684835,0.0188609905012308,0.08482303699129
2,300,128,20,101,0,tardos,0.5,1,0.5,1.0,0.5,0.0346156218969867,0.0136144140391896,0.0191641484375164,0.0035585160734387,0.011461611765946,0.0304014470156905,0.0017273663090035,0.0781450981622885,0.0047013281108647,0.0727846338402109
2,300,128,20,101,0,tardos,0.5,2,0.5,1.0,0.5,0.0336346507790856,0.0126817369066912,0.0151119998448799,0.0009821886962751,0.0132485312951541,0.0573555508151096,0.0003179475406803,0.0521577815985646,0.0047572707732934,0.063664608158188
2,300,128,20,101,0,tardos,0.5,0,0.6,1.0,0.4,0.0356278099062959,0.0132190312568325,0.0199847424062245,0.00751297412212,0.0127254706873487,0.0575411706643693,0.0021221502445012,0.0725928993267052,0.0151315185297223,0.1061659455058026
2,300,128,20,101,0,tardos,0.5,1,0.6,1.0,0.4,0.0391216274273543,0.0167438927405798,0.0182443293289031,0.0082603355499079,0.0121471489313623,0.0425453816688058,0.0002570384457979,0.067816826598111,0.0152852328243002,0.0638184900677222
2,300,128,20,101,0,tardos,0.5,2,0.6,1.0,0.4,0.0378073033546573,0.0156986048933199,0.016442496704554,0.0076092728417937,0.0149022611304005,0.0522760862294547,0.000205386606233,0.0542249748134774,0.0141992095743934,0.0599422162641634
2,300,128,20,101,0,tardos,0.5,0,0.7,1.0,0.3,0.0400079197768145,0.016063999410214,0.0238211146024474,0.0025591109370882,0.0148745689187055,0.0564910190180188,0.0025680875899654,0.0636194330551783,0.0012405705099694,0.1301619205946045
2,300,128,20,101,0,tardos,0.5,1,0.7,1.0,0.3,0.0456431676578661,0.0219806137102672,0.0178252451492119,0.0242481526229531,0.0094120200127155,0.0326414582921161,0.0002639796046873,0.0579637885916033,0.0055907383204456,0.0578001968911496
2,300,128,20,101,0,tardos,0.5,2,0.7,1.0,0.3,0.0438978704432906,0.0205669818977612,0.0158813583168767,0.0072608623897145,0.0151747637568816,0.0491487089851906,0.0002141120842598,0.0597268090217429,0.0169970598048773,0.0693363993337046
2,300,128,20,101,0,tardos,0.5,0,0.8,1.0,0.1999999999999999,0.0476778415149693,0.0219366796683107,0.0287947039596102,0.0084077988530357,0.0023751856886074,0.056998737193861,0.000187574959664,0.0908974793813751,0.0044205862582135,0.1434830192307915
2,300,128,20,101,0,tardos,0.5,1,0.8,1.0,0.1999999999999999,0.052219436972787,0.0277482789110242,0.0229061081394526,0.0167487988757915,0.0203327695221197,0.0436633757344564,0.0003851075128072,0.0662535961740251,0.0284787273718871,0.0792591219551329
2,300,128,20,101,0,tardos,0.5,2,0.8,1.0,0.1999999999999999,0.0516760071830355,0.0280483780539651,0.0193129029599876,0.0046272192523964,0.0181670971087902,0.0273632148715864,0.000292946419639,0.0393265842664199,0.0036987847038005,0.0510372871059465
2,300,128,20,101,0,tardos,0.5,0,0.9,0.984375,0.0999999999999999,0.0586889927437197,0.030908319221777,0.0240541423120732,0.0248877400844351,0.0058907761640667,0.0452354618618026,0.000186781731036,0.0984518434221104,0.0160648068081969,0.0744937264441319
2,300,128,20,101,0,tardos,0.5,1,0.9,0.9921875,0.0999999999999999,0.0675568056178812,0.046449865398543,0.0255647802901621,0.0069681582551895,0.0095565618056147,0.0293900809755187,0.0007833043829235,0.0999281785462785,0.0224900715920055,0.0940468510293121
2,300,128,20,101,0,tardos,0.5,2,0.9,1.0,0.0999999999999999,0.0632687655233676,0.0409797379933291,0.0195625203711988,0.0252786049159039,0.0213363672579511,0.020230025456005,0.0001814734559224,0.1319982334682852,0.0340442437280325,0.0262024809035266
2,300,128,20,102,0,tardos,0.5,0,0.1,1.0,0.9,0.0227304569985885,0.0070730254502068,0.0221575395333045,0.0054983996664805,0.017159071336623,0.0607680059283977,0.0020731591860192,0.0348740020473325,0.0025743907260975,0.0760911340855139
2,300,128,20,102,0,tardos,0.5,1,0.1,1.0,0.9,0.0223058317418391,0.0069479316328621,0.0218065762633688,0.0018144593537981,0.0195923674281746,0.0619758471336198,0.0021952997909857,0.0368860231721951,0.0085499963374012,0.0868252682389476
2,300,128,20,102,0,tardos,0.5,2,0.1,1.0,0.9,0.0226981195566818,0.0071867794125941,0.0229367718379744,0.0077006682263297,0.0207052841950914,0.0578613937379458,0.0020589573783041,0.042135309001085,0.0091228240308932,0.0853987119025828
2,300,128,20,102,0,tardos,0.5,0,0.2,1.0,0.8,0.0250452331317518,0.0079741058954779,0.0201101831849836,0.0096308700970359,0.0153823193894741,0.0637994396631785,0.0021123560864854,0.0284835686778691,0.0083425770126902,0.0658180826748942
2,300,128,20,102,0,tardos,0.5,1,0.2,1.0,0.8,0.0243423490894459,0.0077680384050453,0.0217701744050671,0.0138452879522432,0.0219208508585998,0.068873472005119,0.0022536845791246,0.0433512991316291,0.005147008717728,0.1045874396842965
2,300,128,20,102,0,tardos,0.5,2,0.2,1.0,0.8,0.0251322191982281,0.0081523077829746,0.0233735667692774,0.0165825077780423,0.023237739754522,0.0597227708370879,0.0022780432086547,0.0529695569521808,0.0024278781069353,0.0885827092012425
2,300,128,20,102,0,tardos,0.5,0,0.3,1.0,0.7,0.0277236032109932,0.0091049760839161,0.0206408133616113,0.0090370120583328,0.0161547428187641,0.0607773347287866,0.0013172809795834,0.0322626331518826,0.0068396184751083,0.0719434876293655
2,300,128,20,102,0,tardos,0.5,1,0.3,1.0,0.7,0.0267234458348703,0.0090314287217432,0.0209730705177751,0.0093297632520288,0.0209407656955524,0.0669230873543068,0.001471914602777,0.0442428339044943,0.0129367889048794,0.1102692631756281
2,300,128,20,102,0,tardos,0.5,2,0.3,1.0,0.7,0.0289153814678673,0.0104650849617905,0.0226808608780917,0.0175317398232791,0.0223115002902082,0.0610348524146036,0.0025446481158848,0.0468260170780499,0.0017645552919726,0.0909697509634943
2,300,128,20,102,0,tardos,0.5,0,0.4,1.0,0.6,0.0308117854486728,0.0108731237114037,0.0195230138021607,0.0078408338937212,0.015920414535619,0.0656658489773354,0.0014819775761824,0.037155163047748,0.0003988040256101,0.0752749540015886
2,300,128,20,102,0,tardos,0.5,1,0.4,1.0,0.6,0.0295038391205144,0.0106162761384232,0.0198921387727334,0.0183701275155886,0.0227005789471088,0.0677044963328206,0.0014278519866278,0.036474098937977,0.0208905352455965,0.0997265444059815
2,300,128,20,102,0,tardos,0.5,2,0.4,1.0,0.6,0.0321348824257368,0.0123133136456741,0.022858870139435,0.0299992704522829,0.022239044884284,0.0622346390812815,0.0029236528622895,0.0526107373480185,0.0081300732005955,0.0774282655991921
2,300,128,20,102,0,tardos,0.5,0,0.5,1.0,0.5,0.0345837163518495,0.0136334526737838,0.0189990500993624,0.0025575752307246,0.0174926036206248,0.0712842264447183,0.0016899714057577,0.0425711298352798,0.0018044154901285,0.0760768551372191
2,300,128,20,102,0,tardos,0.5,1,0.5,1.0,0.5,0.0328405924822674,0.0125092933906824,0.019466156226355,0.0165064473089845,0.0176080466755821,0.0738354418804858,0.0016810638022539,0.0391774644410871,0.0242721846656363,0.0960510940309307
2,300,128,20,102,0,tardos,0.5,2,0.5,1.0,0.5,0.0359859343425189,0.0144642732398807,0.0246196131807314,0.0420868579702771,0.0264180088901371,0.0686469250796632,0.0029724276595283,0.0457101795125569,0.0148882921577574,0.0721239965691834
2,300,128,20,102,0,tardos,0.5,0,0.6,1.0,0.4,0.0388744840529922,0.0168809556947171,0.0200569120858567,0.002899763548297,0.0165413996761559,0.0555318791438343,0.002036667763137,0.0464235712283993,0.0055213964154679,0.0772699749491545
2,300,128,20,102,0,tardos,0.5,1,0.6,1.0,0.4,0.0368032815970324,0.0148735043609548,0.0182628741760564,0.0138386694709875,0.0175663766779912,0.0728329528137208,0.0018986366686557,0.0401260455133409,0.0146645496337819,0.0787260957508255
2,300,128,20,102,0,tardos,0.5,2,0.6,1.0,0.4,0.0410699918064298,0.0175833948638984,0.0288409581356529,0.0422976627774397,0.0238125654793796,0.0742313445606634,0.0020340848106443,0.056657699022736,0.0027580852959028,0.0966579158463529
2,300,128,20,102,0,tardos,0.5,0,0.7,1.0,0.3,0.0450784587808828,0.021802732364286,0.0222059906064574,0.0038661131532151,0.0180028633533355,0.057848044873664,0.0026426930486551,0.0635574135153208,0.0148518000311153,0.0875589549962262
2,300,128,20,102,0,tardos,0.5,1,0.7,1.0,0.3,0.0409697141716966,0.0175168667446202,0.0206229987802437,0.0050469163142429,0.0119929978763063,0.0693262000258721,0.0024630247003225,0.051994783127415,0.0083074995053026,0.0770058546325854
2,300,128,20,102,0,tardos,0.5,2,0.7,1.0,0.3,0.0465608597119832,0.0224394936680275,0.0299466873525545,0.0504638956096527,0.0229583189510244,0.0808091106690631,0.0025020049085652,0.0688094380827629,0.0048581193148052,0.1171430620679077
2,300,128,20,102,0,tardos,0.5,0,0.8,1.0,0.1999999999999999,0.0536404224160717,0.0294900279773304,0.026854288714535,0.000603563207726,0.0218310504657361,0.0420703388393783,0.0037494246801142,0.0373971303242824,0.0098455659516352,0.0800574103100168
2,300,128,20,102,0,tardos,0.5,1,0.8,1.0,0.1999999999999999,0.0495761143431294,0.0256274449783087,0.0256510851063877,0.0089438370089844,0.0063974291352319,0.0776416774093163,0.0001151854074292,0.0577270795769048,0.0094075208844813,0.0919635458546241
2,300,128,20,102,0,tardos,0.5,2,0.8,1.0,0.1999999999999999,0.0532244472810142,0.0276146775662503,0.031003194310129,0.0518438793596293,0.0351948821869367,0.0732334893365937,0.0003982152510953,0.048318358398717,0.0030174449877539,0.1131113643058888
2,300,128,20,102,0,tardos,0.5,0,0.9,1.0,0.0999999999999999,0.0655459894811207,0.0423834456908514,0.0265198936504751,0.019643884645583,0.0287699918822663,0.0406674233234703,0.0071254058701163,0.120164097462842,0.0153443761104268,0.0386658173916246
2,300,128,20,102,0,tardos,0.5,1,0.9,0.9765625,0.0999999999999999,0.0631208735506637,0.0376644106939241,0.0259596825103283,0.0022306696446746,0.0091166834121687,0.068511651837602,0.0002230968113446,0.0497161290798656,0.0297262468126676,0.0823965792560393
2,300,128,20,102,0,tardos,0.5,2,0.9,0.984375,0.0999999999999999,0.0669041940575404,0.0426992290232925,0.0373621037277029,0.0457547991811858,0.0294352757902401,0.0565004393281735,0.0001888730654651,0.0259280582362824,0.0044591964662335,0.0965662834470052
2,300,128,20,103,0,tardos,0.5,0,0.1,1.0,0.9,0.0222520463031969,0.0064718536346281,0.0192505515477618,0.0113916097411554,0.0156344681545758,0.0566297743662894,0.0011918464881615,0.0553099176230891,0.0108180941433488,0.0881899373265308
2,300,128,20,103,0,tardos,0.5,1,0.1,1.0,0.9,0.0220745169709507,0.0063742265107813,0.0157323977022998,0.0076953142919765,0.0156209711621199,0.0657344977519054,0.0020046324895491,0.0457893247926147,0.0158539248050689,0.0743456717946885
2,300,128,20,103,0,tardos,0.5,2,0.1,1.0,0.9,0.0226181804358439,0.0066696848992196,0.0176632101644045,0.0061879232261276,0.0140192322211981,0.0607045873681536,0.0019940483178056,0.050813237354504,0.0070557531480695,0.078629565577473
2,300,128,20,103,0,tardos,0.5,0,0.2,1.0,0.8,0.0249779801532739,0.0077297487379423,0.01990719788337,0.0177290766551414,0.0175556510219999,0.0608086486093797,0.001327314064793,0.0634461161912893,0.0038236628872251,0.0893517550871
2,300,128,20,103,0,tardos,0.5,1,0.2,1.0,0.8,0.0241983477183736,0.0071901039218504,0.0166172858055334,0.0067448845308393,0.0147444036637398,0.0660005634359711,0.0013329565779931,0.0377754038569024,0.0117662736170475,0.0705192984117449
2,300,128,20,103,0,tardos,0.5,2,0.2,1.0,0.8,0.024323293002625,0.0070417591010802,0.0166902479967044,0.0023787531244338,0.0129681736403724,0.0607545268176504,0.0022184109556497,0.0400284093167275,0.0002442022743278,0.0714664445478357
2,300,128,20,103,0,tardos,0.5,0,0.3,1.0,0.7,0.0280803884756652,0.0094229081276593,0.0198428066482989,0.0180466217335012,0.0146849591825476,0.0596590247879413,0.0014826034155193,0.0555323203594469,0.0011084087044853,0.1014844443614982
2,300,128,20,103,0,tardos,0.5,1,0.3,1.0,0.7,0.0274722566646304,0.008831584130884,0.0163625636225938,0.0088205062650962,0.0153212603171617,0.0673447998275348,0.0015072414983017,0.0308081340448302,0.0123828285629432,0.0686212418396345
2,300,128,20,103,0,tardos,0.5,2,0.3,1.0,0.7,0.0265767447018056,0.0079306486448287,0.01690481957318,0.0031991742739531,0.0131034610750344,0.0597364090286408,0.0014971009071376,0.0324753331657025,0.0014810576658811,0.0696128945617221
2,300,128,20,103,0,tardos,0.5,0,0.4,1.0,0.6,0.0314567274777763,0.011458422841277,0.0196112728248768,0.0296223109185883,0.0135120781343208,0.0571106404703799,0.001620939237272,0.0590557760414152,0.0070119984255257,0.0924684663837064
2,300,128,20,103,0,tardos,0.5,1,0.4,1.0,0.6,0.0303584257446487,0.0104984001428463,0.0162825907786147,0.000821257011065,0.0117437619039643,0.0676845197915001,0.0017452823249331,0.0154087839533468,0.0107774560520945,0.0660093589803048
2,300,128,20,103,0,tardos,0.5,2,0.4,1.0,0.6,0.0301397630449861,0.0100651512084383,0.0166135145283519,0.0141329629336003,0.0131853363317487,0.0612847079212631,0.0017498965711695,0.0345238689476572,0.0038133789834787,0.0668853798276506
2,300,128,20,103,0,tardos,0.5,0,0.5,1.0,0.5,0.034081507928562,0.0122978504433219,0.0211408236942824,0.040516773387491,0.0160792644848205,0.0652171779101931,0.001917715241918,0.0538392461678412,0.0140544555067405,0.0824404816675605
2,300,128,20,103,0,tardos,0.5,1,0.5,1.0,0.5,0.0345184959190849,0.0132551651503638,0.0180466094628391,0.0001710925440203,0.0100052819004111,0.069037326064663,0.0019934707219182,0.0179604270774199,0.0201409438518183,0.0793052135134561
2,300,128,20,103,0,tardos,0.5,2,0.5,1.0,0.5,0.0339878196815789,0.0125169304351367,0.0169823413593228,0.018225539975593,0.0123865498721307,0.0648002718829223,0.0020862114572997,0.0393550440571749,0.0138350850346154,0.067334830045621
2,300,128,20,103,0,tardos,0.5,0,0.6,1.0,0.4,0.0398535843704941,0.0161519730956567,0.0236212180453428,0.0335366270582979,0.0145722143089014,0.0647556495794787,0.0022515484713256,0.0659995689110199,0.0034771064682667,0.1092824417762927
2,300,128,20,103,0,tardos,0.5,1,0.6,1.0,0.4,0.0394150284449107,0.0170136563778053,0.0178777751164463,0.0042662411479553,0.0065474543409465,0.0735967238851487,0.0020645785879871,0.0087433665116028,0.011335680098857,0.0722260158338093
2,300,128,20,103,0,tardos,0.5,2,0.6,1.0,0.4,0.038093857749799,0.015268800558244,0.0200856941037869,0.021308855049715,0.014710720974177,0.0670206270244994,0.0020291308215769,0.0506837435235497,0.0158175279485367,0.08027119636911
2,300,128,20,103,0,tardos,0.5,0,0.7,1.0,0.3,0.0452480672455942,0.0206880382839435,0.0250449614810912,0.0431475177013302,0.0107800595663324,0.069493878959214,0.002906888498666,0.0745348410937369,0.003994217552549,0.1172268187797136
2,300,128,20,103,0,tardos,0.5,1,0.7,1.0,0.3,0.0456130765203552,0.0214812158927953,0.0185039751772711,0.0090912722683042,0.0031525002162667,0.0738666219399379,0.000214947511344,0.0150467223286949,0.002686362339326,0.0512057907512538
2,300,128,20,103,0,tardos,0.5,2,0.7,1.0,0.3,0.0436894732552772,0.0200908168897178,0.0266033257746944,0.0305819955310575,0.0082168954223817,0.0696402697199543,0.0025545150360545,0.0628788132250007,0.0025224516599468,0.0915082359669551
2,300,128,20,103,0,tardos,0.5,0,0.8,1.0,0.1999999999999999,0.0526805257382584,0.0274566396137641,0.0246432932815317,0.0490037208707471,0.0282630214594353,0.0566359033697984,0.0040906253905139,0.0508242495132456,0.0030336355303376,0.088395881809159
2,300,128,20,103,0,tardos,0.5,1,0.8,1.0,0.1999999999999999,0.0544800174995472,0.0298734146459166,0.0183171120608928,0.0096216381659369,0.0026428083854482,0.0677849352719519,4.6851411639179877e-14,0.0210172741551179,0.012222699448419,0.0512256071222974
2,300,128,20,103,0,tardos,0.5,2,0.8,1.0,0.1999999999999999,0.0498150442389453,0.0245278683138906,0.0219230595564688,0.0301666184327363,0.0156658900320497,0.0748202300860217,0.0037441308792993,0.0588079603797535,0.0165309642914716,0.057662068083134
2,300,128,20,103,0,tardos,0.5,0,0.9,0.96875,0.0999999999999999,0.0656764961928563,0.0409327923245503,0.0308797535380115,0.0450540357270738,0.0191336944040857,0.0448778129693744,5.9952043329756244e-15,0.0382516984102703,0.0090035670782425,0.0971210703243642
2,300,128,20,103,0,tardos,0.5,1,0.9,1.0,0.0999999999999999,0.0688042152246696,0.0441467195433378,0.0193465150114513,0.0301795278301514,0.0115186338538789,0.0717254122110528,4.8405723873655045e-14,0.0658600798507786,0.0758668250642437,0.0516126656942513
2,300,128,20,103,0,tardos,0.5,2,0.9,0.9765625,0.0999999999999999,0.063067870523508,0.0389365320060136,0.025686380741012,0.0319941747740903,0.0207020939544239,0.1049193775118352,0.0001848654510032,0.0896308880258797,4.377082130790252e-05,0.0716082306285086
2,300,128,20,104,0,tardos,0.5,0,0.1,1.0,0.9,0.0224080079189629,0.0065228374603497,0.0220831862372461,0.0034601498824599,0.0184156018520723,0.0543599518721632,0.0019462531539011,0.0561491498203872,0.0027664649823668,0.0690488410449223
2,300,128,20,104,0,tardos,0.5,1,0.1,1.0,0.9,0.0220950274173635,0.0063991542636964,0.0216049245802875,0.0013458473063915,0.0150547307702382,0.0528200984571739,0.0012764760710922,0.0624402881056114,0.0082198810292697,0.072659801103345
