gamma,k,fingerprint_length,n_recipients,sk,embedding_ratio,vote_error,tp,tn
4,300,128,20,100,0.25,0.01297815663292488,1.0,0.515625
4,300,128,20,100,0.25,0.01297815663292488,1.0,0.5859375
4,300,128,20,100,0.25,0.01297815663292488,1.0,0.4375
4,300,128,20,100,0.25,0.01297815663292488,1.0,0.4453125
4,300,128,20,100,0.25,0.01297815663292488,1.0,0.4765625
4,300,128,20,100,0.25,0.01297815663292488,1.0,0.484375
4,300,128,20,101,0.25,0.013328106624852998,1.0,0.4765625
4,300,128,20,101,0.25,0.013328106624852998,1.0,0.5078125
4,300,128,20,101,0.25,0.013328106624852998,1.0,0.4375
4,300,128,20,101,0.25,0.013328106624852998,1.0,0.5
4,300,128,20,101,0.25,0.013328106624852998,1.0,0.4453125
4,300,128,20,101,0.25,0.013328106624852998,1.0,0.5
4,300,128,20,101,0.25,0.013328106624852998,1.0,0.5
4,300,128,20,101,0.25,0.013328106624852998,1.0,0.5546875
4,300,128,20,101,0.25,0.013328106624852998,1.0,0.625
4,300,128,20,101,0.25,0.013328106624852998,1.0,0.5625
4,300,128,20,101,0.25,0.013328106624852998,1.0,0.5546875
4,300,128,20,101,0.25,0.013328106624852998,1.0,0.5078125
4,300,128,20,101,0.25,0.013328106624852998,1.0,0.5
4,300,128,20,101,0.25,0.013328106624852998,1.0,0.5078125
4,300,128,20,101,0.25,0.013328106624852998,1.0,0.484375
4,300,128,20,101,0.25,0.013328106624852998,1.0,0.6015625
4,300,128,20,101,0.25,0.013328106624852998,1.0,0.4375
4,300,128,20,101,0.25,0.013328106624852998,1.0,0.5390625
4,300,128,20,101,0.25,0.013328106624852998,1.0,0.46875
4,500,128,20,100,0.25,0.013036642883057201,1.0,0.484375
4,500,128,20,100,0.25,0.013036642883057201,1.0,0.5234375
4,500,128,20,100,0.25,0.013036642883057201,1.0,0.546875
4,500,128,20,100,0.25,0.013036642883057201,1.0,0.4765625
4,500,128,20,100,0.25,0.013036642883057201,1.0,0.5
4,500,128,20,100,0.25,0.013036642883057201,1.0,0.46875
4,500,128,20,100,0.25,0.013036642883057201,1.0,0.4921875
4,500,128,20,100,0.25,0.013036642883057201,1.0,0.4609375
4,500,128,20,100,0.25,0.013036642883057201,1.0,0.5
4,500,128,20,100,0.25,0.013036642883057201,1.0,0.484375
4,500,128,20,100,0.25,0.013036642883057201,1.0,0.4609375
4,500,128,20,100,0.25,0.013036642883057201,1.0,0.4375
4,500,128,20,100,0.25,0.013036642883057201,1.0,0.5078125
4,500,128,20,100,0.25,0.013036642883057201,1.0,0.515625
4,500,128,20,100,0.25,0.013036642883057201,1.0,0.5859375
4,500,128,20,100,0.25,0.013036642883057201,1.0,0.4375
4,500,128,20,100,0.25,0.013036642883057201,1.0,0.4453125
4,500,128,20,100,0.25,0.013036642883057201,1.0,0.4765625
4,500,128,20,100,0.25,0.013036642883057201,1.0,0.484375
8,300,128,20,100,0.125,0.012846891152707382,1.0,0.484375
8,300,128,20,100,0.125,0.012846891152707382,1.0,0.5234375
8,300,128,20,100,0.125,0.012846891152707382,1.0,0.546875
8,300,128,20,100,0.125,0.012846891152707382,1.0,0.4765625
8,300,128,20,100,0.125,0.012846891152707382,1.0,0.5
8,300,128,20,100,0.125,0.012846891152707382,1.0,0.46875
8,300,128,20,100,0.125,0.012846891152707382,1.0,0.4921875
8,300,128,20,100,0.125,0.012846891152707382,1.0,0.4609375
8,300,128,20,100,0.125,0.012846891152707382,1.0,0.5
8,300,128,20,100,0.125,0.012846891152707382,1.0,0.484375
8,300,128,20,100,0.125,0.012846891152707382,1.0,0.4609375
8,300,128,20,100,0.125,0.012846891152707382,1.0,0.4375
8,300,128,20,100,0.125,0.012846891152707382,1.0,0.5078125
8,300,128,20,100,0.125,0.012846891152707382,1.0,0.515625
8,300,128,20,100,0.125,0.012846891152707382,1.0,0.5859375
8,300,128,20,100,0.125,0.012846891152707382,1.0,0.4375
8,300,128,20,100,0.125,0.012846891152707382,1.0,0.4453125
8,300,128,20,100,0.125,0.012846891152707382,1.0,0.4765625
8,300,128,20,100,0.125,0.012846891152707382,1.0,0.484375
8,500,128,20,100,0.125,0.012578276830058303,1.0,0.484375
8,500,128,20,100,0.125,0.012578276830058303,1.0,0.5234375
8,500,128,20,100,0.125,0.012578276830058303,1.0,0.546875
8,500,128,20,100,0.125,0.012578276830058303,1.0,0.4765625
8,500,128,20,100,0.125,0.012578276830058303,1.0,0.5
8,500,128,20,100,0.125,0.012578276830058303,1.0,0.46875
8,500,128,20,100,0.125,0.012578276830058303,1.0,0.4921875
8,500,128,20,100,0.125,0.012578276830058303,1.0,0.4609375
8,500,128,20,100,0.125,0.012578276830058303,1.0,0.5
8,500,128,20,100,0.125,0.012578276830058303,1.0,0.484375
8,500,128,20,100,0.125,0.012578276830058303,1.0,0.4609375
8,500,128,20,100,0.125,0.012578276830058303,1.0,0.4375
8,500,128,20,100,0.125,0.012578276830058303,1.0,0.5078125
8,500,128,20,100,0.125,0.012578276830058303,1.0,0.515625
8,500,128,20,100,0.125,0.012578276830058303,1.0,0.5859375
8,500,128,20,100,0.125,0.012578276830058303,1.0,0.4375
8,500,128,20,100,0.125,0.012578276830058303,1.0,0.4453125
8,500,128,20,100,0.125,0.012578276830058303,1.0,0.4765625
8,500,128,20,100,0.125,0.012578276830058303,1.0,0.484375
16,300,128,20,100,0.0625,0.013174839029222387,1.0,0.484375
16,300,128,20,100,0.0625,0.013174839029222387,1.0,0.5234375
16,300,128,20,100,0.0625,0.013174839029222387,1.0,0.546875
16,300,128,20,100,0.0625,0.013174839029222387,1.0,0.4765625
16,300,128,20,100,0.0625,0.013174839029222387,1.0,0.5
16,300,128,20,100,0.0625,0.013174839029222387,1.0,0.46875
16,300,128,20,100,0.0625,0.013174839029222387,1.0,0.4921875
16,300,128,20,100,0.0625,0.013174839029222387,1.0,0.4609375
16,300,128,20,100,0.0625,0.013174839029222387,1.0,0.5
16,300,128,20,100,0.0625,0.013174839029222387,1.0,0.484375
16,300,128,20,100,0.0625,0.013174839029222387,1.0,0.4609375
16,300,128,20,100,0.0625,0.013174839029222387,1.0,0.4375
16,300,128,20,100,0.0625,0.013174839029222387,1.0,0.5078125
16,300,128,20,100,0.0625,0.013174839029222387,1.0,0.515625
16,300,128,20,100,0.0625,0.013174839029222387,1.0,0.5859375
16,300,128,20,100,0.0625,0.013174839029222387,1.0,0.4375
16,300,128,20,100,0.0625,0.013174839029222387,1.0,0.4453125
16,300,128,20,100,0.0625,0.013174839029222387,1.0,0.4765625
16,300,128,20,100,0.0625,0.013174839029222387,1.0,0.484375
16,300,128,20,101,0.0625,0.012527869200552075,1.0,0.4765625
16,300,128,20,101,0.0625,0.012527869200552075,1.0,0.5078125
16,300,128,20,101,0.0625,0.012527869200552075,1.0,0.4375
16,300,128,20,101,0.0625,0.012527869200552075,1.0,0.5
16,300,128,20,101,0.0625,0.012527869200552075,1.0,0.4453125
16,300,128,20,101,0.0625,0.012527869200552075,1.0,0.5
16,300,128,20,101,0.0625,0.012527869200552075,1.0,0.5
16,300,128,20,101,0.0625,0.012527869200552075,1.0,0.5546875
16,300,128,20,101,0.0625,0.012527869200552075,1.0,0.625
16,300,128,20,101,0.0625,0.012527869200552075,1.0,0.5625
16,300,128,20,101,0.0625,0.012527869200552075,1.0,0.5546875
16,300,128,20,101,0.0625,0.012527869200552075,1.0,0.5078125
16,300,128,20,101,0.0625,0.012527869200552075,1.0,0.5
16,300,128,20,101,0.0625,0.012527869200552075,1.0,0.5078125
16,300,128,20,101,0.0625,0.012527869200552075,1.0,0.484375
16,300,128,20,101,0.0625,0.012527869200552075,1.0,0.6015625
16,300,128,20,101,0.0625,0.012527869200552075,1.0,0.4375
16,300,128,20,101,0.0625,0.012527869200552075,1.0,0.5390625
16,300,128,20,101,0.0625,0.012527869200552075,1.0,0.46875
16,500,128,20,100,0.0625,0.012309997859130808,1.0,0.484375
16,500,128,20,100,0.0625,0.012309997859130808,1.0,0.5234375
16,500,128,20,100,0.0625,0.012309997859130808,1.0,0.546875
16,500,128,20,100,0.0625,0.012309997859130808,1.0,0.4765625
16,500,128,20,100,0.0625,0.012309997859130808,1.0,0.5
16,500,128,20,100,0.0625,0.012309997859130808,1.0,0.46875
16,500,128,20,100,0.0625,0.012309997859130808,1.0,0.4921875
16,500,128,20,100,0.0625,0.012309997859130808,1.0,0.4609375
16,500,128,20,100,0.0625,0.012309997859130808,1.0,0.5
16,500,128,20,100,0.0625,0.012309997859130808,1.0,0.484375
16,500,128,20,100,0.0625,0.012309997859130808,1.0,0.4609375
16,500,128,20,100,0.0625,0.012309997859130808,1.0,0.4375
16,500,128,20,100,0.0625,0.012309997859130808,1.0,0.5078125
16,500,128,20,100,0.0625,0.012309997859130808,1.0,0.515625
16,500,128,20,100,0.0625,0.012309997859130808,1.0,0.5859375
16,500,128,20,100,0.0625,0.012309997859130808,1.0,0.4375
16,500,128,20,100,0.0625,0.012309997859130808,1.0,0.4453125
16,500,128,20,100,0.0625,0.012309997859130808,1.0,0.4765625
16,500,128,20,100,0.0625,0.012309997859130808,1.0,0.484375
16,500,128,20,101,0.0625,0.011914715719063546,1.0,0.4765625
16,500,128,20,101,0.0625,0.011914715719063546,1.0,0.5078125
16,500,128,20,101,0.0625,0.011914715719063546,1.0,0.4375
16,500,128,20,101,0.0625,0.011914715719063546,1.0,0.5
16,500,128,20,101,0.0625,0.011914715719063546,1.0,0.4453125
16,500,128,20,101,0.0625,0.011914715719063546,1.0,0.5
16,500,128,20,101,0.0625,0.011914715719063546,1.0,0.5
16,500,128,20,101,0.0625,0.011914715719063546,1.0,0.5546875
16,500,128,20,101,0.0625,0.011914715719063546,1.0,0.625
16,500,128,20,101,0.0625,0.011914715719063546,1.0,0.5625
16,500,128,20,101,0.0625,0.011914715719063546,1.0,0.5546875
16,500,128,20,101,0.0625,0.011914715719063546,1.0,0.5078125
16,500,128,20,101,0.0625,0.011914715719063546,1.0,0.5
16,500,128,20,101,0.0625,0.011914715719063546,1.0,0.5078125
16,500,128,20,101,0.0625,0.011914715719063546,1.0,0.484375
16,500,128,20,101,0.0625,0.011914715719063546,1.0,0.6015625
16,500,128,20,101,0.0625,0.011914715719063546,1.0,0.4375
16,500,128,20,101,0.0625,0.011914715719063546,1.0,0.5390625
16,500,128,20,101,0.0625,0.011914715719063546,1.0,0.46875
32,300,128,20,100,0.03125,0.013903299439717784,1.0,0.484375
32,300,128,20,100,0.03125,0.013903299439717784,1.0,0.5234375
32,300,128,20,100,0.03125,0.013903299439717784,1.0,0.546875
32,300,128,20,100,0.03125,0.013903299439717784,1.0,0.4765625
32,300,128,20,100,0.03125,0.013903299439717784,1.0,0.5
32,300,128,20,100,0.03125,0.013903299439717784,1.0,0.46875
32,300,128,20,100,0.03125,0.013903299439717784,1.0,0.4921875
32,300,128,20,100,0.03125,0.013903299439717784,1.0,0.4609375
32,300,128,20,100,0.03125,0.013903299439717784,1.0,0.5
32,300,128,20,100,0.03125,0.013903299439717784,1.0,0.484375
32,300,128,20,100,0.03125,0.013903299439717784,1.0,0.4609375
32,300,128,20,100,0.03125,0.013903299439717784,1.0,0.4375
32,300,128,20,100,0.03125,0.013903299439717784,1.0,0.5078125
32,300,128,20,100,0.03125,0.013903299439717784,1.0,0.515625
32,300,128,20,100,0.03125,0.013903299439717784,1.0,0.5859375
32,300,128,20,100,0.03125,0.013903299439717784,1.0,0.4375
32,300,128,20,100,0.03125,0.013903299439717784,1.0,0.4453125
32,300,128,20,100,0.03125,0.013903299439717784,1.0,0.4765625
32,300,128,20,100,0.03125,0.013903299439717784,1.0,0.484375
32,300,128,20,101,0.03125,0.01237842617152962,1.0,0.4765625
32,300,128,20,101,0.03125,0.01237842617152962,1.0,0.5078125
32,300,128,20,101,0.03125,0.01237842617152962,1.0,0.4375
32,300,128,20,101,0.03125,0.01237842617152962,1.0,0.5
32,300,128,20,101,0.03125,0.01237842617152962,1.0,0.4453125
32,300,128,20,101,0.03125,0.01237842617152962,1.0,0.5
32,300,128,20,101,0.03125,0.01237842617152962,1.0,0.5
32,300,128,20,101,0.03125,0.01237842617152962,1.0,0.5546875
32,300,128,20,101,0.03125,0.01237842617152962,1.0,0.625
32,300,128,20,101,0.03125,0.01237842617152962,1.0,0.5625
32,300,128,20,101,0.03125,0.01237842617152962,1.0,0.5546875
32,300,128,20,101,0.03125,0.01237842617152962,1.0,0.5078125
32,300,128,20,101,0.03125,0.01237842617152962,1.0,0.5
32,300,128,20,101,0.03125,0.01237842617152962,1.0,0.5078125
32,300,128,20,101,0.03125,0.01237842617152962,1.0,0.484375
32,300,128,20,101,0.03125,0.01237842617152962,1.0,0.6015625
32,300,128,20,101,0.03125,0.01237842617152962,1.0,0.4375
32,300,128,20,101,0.03125,0.01237842617152962,1.0,0.5390625
32,300,128,20,101,0.03125,0.01237842617152962,1.0,0.46875
32,500,128,20,100,0.03125,0.012539184952978056,1.0,0.484375
32,500,128,20,100,0.03125,0.012539184952978056,1.0,0.5234375
32,500,128,20,100,0.03125,0.012539184952978056,1.0,0.546875
32,500,128,20,100,0.03125,0.012539184952978056,1.0,0.4765625
32,500,128,20,100,0.03125,0.012539184952978056,1.0,0.5
32,500,128,20,100,0.03125,0.012539184952978056,1.0,0.46875
32,500,128,20,100,0.03125,0.012539184952978056,1.0,0.4921875
32,500,128,20,100,0.03125,0.012539184952978056,1.0,0.4609375
32,500,128,20,100,0.03125,0.012539184952978056,1.0,0.5
32,500,128,20,100,0.03125,0.012539184952978056,1.0,0.484375
32,500,128,20,100,0.03125,0.012539184952978056,1.0,0.4609375
32,500,128,20,100,0.03125,0.012539184952978056,1.0,0.4375
32,500,128,20,100,0.03125,0.012539184952978056,1.0,0.5078125
32,500,128,20,100,0.03125,0.012539184952978056,1.0,0.515625
32,500,128,20,100,0.03125,0.012539184952978056,1.0,0.5859375
32,500,128,20,100,0.03125,0.012539184952978056,1.0,0.4375
32,500,128,20,100,0.03125,0.012539184952978056,1.0,0.4453125
32,500,128,20,100,0.03125,0.012539184952978056,1.0,0.4765625
32,500,128,20,100,0.03125,0.012539184952978056,1.0,0.484375
32,500,128,20,101,0.03125,0.012224938875305624,1.0,0.4765625
32,500,128,20,101,0.03125,0.012224938875305624,1.0,0.5078125
32,500,128,20,101,0.03125,0.012224938875305624,1.0,0.4375
32,500,128,20,101,0.03125,0.012224938875305624,1.0,0.5
32,500,128,20,101,0.03125,0.012224938875305624,1.0,0.4453125
32,500,128,20,101,0.03125,0.012224938875305624,1.0,0.5
32,500,128,20,101,0.03125,0.012224938875305624,1.0,0.5
32,500,128,20,101,0.03125,0.012224938875305624,1.0,0.5546875
32,500,128,20,101,0.03125,0.012224938875305624,1.0,0.625
32,500,128,20,101,0.03125,0.012224938875305624,1.0,0.5625
32,500,128,20,101,0.03125,0.012224938875305624,1.0,0.5546875
32,500,128,20,101,0.03125,0.012224938875305624,1.0,0.5078125
32,500,128,20,101,0.03125,0.012224938875305624,1.0,0.5
32,500,128,20,101,0.03125,0.012224938875305624,1.0,0.5078125
32,500,128,20,101,0.03125,0.012224938875305624,1.0,0.484375
32,500,128,20,101,0.03125,0.012224938875305624,1.0,0.6015625
32,500,128,20,101,0.03125,0.012224938875305624,1.0,0.4375
32,500,128,20,101,0.03125,0.012224938875305624,1.0,0.5390625
32,500,128,20,101,0.03125,0.012224938875305624,1.0,0.46875
